item_id,category_code,std_name,std_spec,std_unit,part_type,maker,maker_pn,supplier,department,model_ref,stock_prev,stock_current,safety_stock,moq,lead_time,source_file,source_sheet,source_row,original_name_a,original_name_bc,mapping_status,notes,created_at
RM-000231,RM,Bottom Body ABS 블랙 샌딩,ABS 블랙 샌딩,,ABS 난연,,,천우,조립,ADX4000W,178.0,,,,,A,26.03월,234,Bottom Body,BOTTOM BODY,mapped,matched to file B row 79 (score=7),2026-04-10T21:26:09
RM-000232,RM,Main Cone ABS 메탈릭 다크그레이,ABS 메탈릭 다크그레이,,ABS 난연,,,천우,조립,SOLO,205.0,,,,,A,26.03월,235,Main_Cone,Main_Cone _ 메탈릭 다크 그레이 도색,mapped,matched to file B row 490 (score=13),2026-04-10T21:26:09
RM-000233,RM,Hand Body ABS 블랙 샌딩,ABS 블랙 샌딩,,ABS 난연,,,천우,조립,SOLO,36.0,,,,,A,26.03월,236,Hand_Body,Hand_Body _ 블랙 샌딩,mapped,matched to file B row 483 (score=9),2026-04-10T21:26:09
RM-000234,RM,Bat Bottom ABS 블랙 샌딩,ABS 블랙 샌딩,,ABS 난연,,,천우,조립,COCOON 블랙 유광,544.0,,,,,A,26.03월,237,Bat_Bottom,BAT BOTTOM ,mapped,matched to file B row 301 (score=6),2026-04-10T21:26:09
RM-000235,RM,Power Button ABS 블랙 샌딩,ABS 블랙 샌딩,,ABS 난연,,,천우,조립,DX3000,537.0,,,,,A,26.03월,238,Power Button,POWER BUTTON,mapped,matched to file B row 8 (score=9),2026-04-10T21:26:09
RM-000236,RM,Button Indicator ABS 블랙,ABS 블랙,,ABS 난연,,,천우,조립,COCOON,0.0,,,,,A,26.03월,239,Button Indicator,BUTTON INDICATOR,mapped,matched to file B row 286 (score=9),2026-04-10T21:26:09
RM-000237,RM,LCD GUIDE ABS 블랙,ABS 블랙,,ABS 난연,,,월드씨앤피,조립,DX3000,71.0,,,,,A,26.03월,240,LCD GUIDE,LCD GUIDE,mapped,matched to file B row 5 (score=8),2026-04-10T21:26:09
RM-000238,RM,발생부 Guide ABS 블랙,ABS 블랙,,ABS 난연,,,천우,조립,SOLO,553.0,,,,,A,26.03월,241,발생부_Guide,발생부 Guide _ 블랙 ,mapped,matched to file B row 497 (score=7),2026-04-10T21:26:09
RM-000239,RM,Lock Inner ABS 블랙,ABS 블랙,,ABS 난연,,,천우,조립,COCOON 메탈 실버,529.0,,,,,A,26.03월,242,Lock Inner,LOCK INNER ,mapped,matched to file B row 290 (score=9),2026-04-10T21:26:09
RM-000240,RM,Lock Knob ABS 블랙 샌딩,ABS 블랙 샌딩,,ABS 난연,,,천우,조립,COCOON 메탈 실버,554.0,,,,,A,26.03월,243,Lock Knob,LOCK KNOB ,mapped,matched to file B row 289 (score=9),2026-04-10T21:26:09
RM-000241,RM,Front CAP ABS 메탈릭 다크그레이,ABS 메탈릭 다크그레이,,ABS 난연,,,천우,조립,SOLO,500.0,,,,,A,26.03월,244,Front_CAP,Front_CAP _ 메탈릭 다크 그레이 도색,mapped,matched to file B row 488 (score=12),2026-04-10T21:26:09
RM-000242,RM,연장 Cone ABS 메탈릭 다크그레이,ABS 메탈릭 다크그레이,,ABS 난연,,,천우,조립,SOLO,139.0,,,,,A,26.03월,245,연장 Cone,연장 Cone  _ 메탈릭 다크 그레이 도색,mapped,matched to file B row 489 (score=12),2026-04-10T21:26:09
RM-000243,RM,Hand Top Cover ABS 블랙,ABS 블랙,,ABS 난연,,,천우,조립,COCOON 메탈 실버,550.0,,,,,A,26.03월,246,Hand Top Cover,HAND TOP COVER 사출 ,mapped,matched to file B row 294 (score=5),2026-04-10T21:26:09
RM-000244,RM,Slide Switch ABS 블루(PANTTON 660C) 무광,ABS 블루(PANTTON 660C) 무광,,ABS 난연,,,천우,조립,SOLO,551.0,,,,,A,26.03월,247,Slide Switch,Slide Switch _ SKY BLUE 무광 도색,mapped,matched to file B row 492 (score=8),2026-04-10T21:26:09
RM-000245,RM,Slide Switch Cap ABS 레드 무광,ABS 레드 무광,,ABS 난연,,,천우,조립,SOLO,552.0,,,,,A,26.03월,248,Slide Switch Cap,Slide Switch Cap _ 레드무광 도색,mapped,matched to file B row 493 (score=10),2026-04-10T21:26:09
RM-000246,RM,Shot Button ABS 메탈릭 다크그레이,ABS 메탈릭 다크그레이,,ABS 난연,,,천우,조립,SOLO,53.0,,,,,A,26.03월,249,Shot_Button,Short_Button _ 메탈릭 다크 그레이 도색,mapped,matched to file B row 491 (score=8),2026-04-10T21:26:09
RM-000247,RM,Shot PCB Guide,,,ABS 난연,,,천우,조립,COCOON,552.0,,,,,A,26.03월,250,Shot_PCB_Guide,SHOT PCB GUIDE 사출 ,mapped,matched to file B row 298 (score=7),2026-04-10T21:26:09
RM-000248,RM,Bat Bottom Cover ABS 블랙 샌딩,ABS 블랙 샌딩,,ABS 난연,,,천우,조립,SOLO,0.0,,,,,A,26.03월,251,Bat_Bottom_Cover,Bat_Bottom_Cover _ 블랙 샌딩,mapped,matched to file B row 485 (score=6),2026-04-10T21:26:09
RM-000249,RM,Aiming Light LED 아크릴 확산 아크릴/ 화이트,확산 아크릴/ 화이트,,아크릴,,,천우,조립,SOLO,527.0,,,,,A,26.03월,252,Aiming_Light_LED_아크릴,Aiming_Light _LED 확산 아크릴,mapped,matched to file B row 499 (score=9),2026-04-10T21:26:09
RM-000250,RM,LCD Window PC / 투명 + (구형 26),PC / 투명 + (구형 26),,아크릴,,,천우,조립,COCOON,493.0,,,,,A,26.03월,253,LCD_Window,WINDOW,mapped,matched to file B row 318 (score=4),2026-04-10T21:26:09
RM-000251,RM,LCD LED 확산 아크릴 확산 아크릴/ 화이트,확산 아크릴/ 화이트,,아크릴,,,천우,조립,SOLO,554.0,,,,,A,26.03월,254,LCD_LED_확산_아크릴,LCD_LED 확산 아크릴,mapped,matched to file B row 501 (score=12),2026-04-10T21:26:09
RM-000252,RM,광센서 유색 창 PC/스모그/퍼플,PC/스모그/퍼플,,아크릴,,,천우,조립,SOLO,476.0,,,,,A,26.03월,255,광센서_유색_창,광센서_유색_창 (PC/스모그/퍼플),mapped,matched to file B row 503 (score=17),2026-04-10T21:26:09
RM-000253,RM,BAT LED 확산 아크릴 확산 아크릴/ 화이트,확산 아크릴/ 화이트,,아크릴,,,천우,조립,SOLO,548.0,,,,,A,26.03월,256,BAT_LED_확산_아크릴,BAT_LED 확산 아크릴,mapped,matched to file B row 500 (score=12),2026-04-10T21:26:09
RM-000254,RM,LCD 터치가스켓 8X8X7,8X8X7,,가스켓,,,,조립,SOLO,1499.0,,,,,A,26.03월,257,LCD 터치가스켓,LCD 터치 가스켓 ( 8x8x7mm),mapped,matched to file B row 507 (score=14),2026-04-10T21:26:09
RM-000255,RM,마운트 삼각대 고정홀,삼각대 고정홀,,AL,,,,,,248.0,,,,,A,26.03월,258,마운트,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000256,RM,"BAT BOTTOM RUBBER RUBBER (1T, 마운트 홀)","RUBBER (1T, 마운트 홀)",,RUBBER,,,남경화학,조립,COCOON,467.0,,,,,A,26.03월,259,BAT BOTTOM RUBBER,BAT BOTTOM RUBBER,mapped,matched to file B row 303 (score=11),2026-04-10T21:26:09
RM-000257,RM,에이밍 바디 뭉치 ø33*19.3,ø33*19.3,,ABS 난연,,,오비스코리아,,,0.0,,,,,A,26.03월,260,에이밍 바디 뭉치,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000258,RM,아크릴 은경 아크릴 40파이,아크릴 40파이,,아크릴,,,명동아크릴,조립,ADX6000 공용,0.0,,,,,A,26.03월,261,아크릴 은경,아크릴 은경,mapped,matched to file B row 152 (score=10),2026-04-10T21:26:09
RM-000259,RM,에이밍 LED 보드 LED PCB,LED PCB,,PCB,,,HLP,조립,SOLO,0.0,,,,,A,26.03월,262,에이밍 LED 보드,"LED PCB 방열 가이드 _ 블랙 
",mapped,matched to file B row 510 (score=5),2026-04-10T21:26:09
RM-000260,RM,LED PCB 방열 가이드 흑색 다이캐스팅,흑색 다이캐스팅,,AL,,,㈜쿠가,조립,SOLO,824.0,,,,,A,26.03월,263,LED PCB 방열 가이드,"LED PCB 방열 가이드 _ 블랙 
",mapped,matched to file B row 510 (score=5),2026-04-10T21:26:09
RM-000261,RM,CTR B/D + 12(AS용),+ 12(AS용),,PCB,,,HLP,조립,SOLO,87.0,,,,,A,26.03월,264,CTR B/D,CTR _BD,mapped,matched to file B row 515 (score=6),2026-04-10T21:26:09
RM-000262,RM,"4.8"" LCD BD",,,PCB,,,HLP,조립,ADX4000W,224.0,,,,,A,26.03월,265,"4.8"" LCD BD","4.8"" LCD  BD",mapped,matched to file B row 112 (score=7),2026-04-10T21:26:09
RM-000263,RM,POWER BD,,,PCB,,,HLP,조립,ADX4000W,138.0,,,,,A,26.03월,266,POWER BD,POWER BD,mapped,matched to file B row 113 (score=7),2026-04-10T21:26:09
RM-000264,RM,EX B/D,,,PCB,,,HLP,조립,DX3000,116.0,,,,,A,26.03월,267,EX B/D,EX BD (듀얼) - 왼쪽,mapped,matched to file B row 35 (score=4),2026-04-10T21:26:09
RM-000265,RM,NAVI BD,,,PCB,,,HLP,조립,ADX4000W,170.0,,,,,A,26.03월,268,NAVI BD,NAVI BD,mapped,matched to file B row 114 (score=7),2026-04-10T21:26:09
RM-000266,RM,NAVI BD 사파리,,,PCB,,,HLP,조립,ADX4000W,6.0,,,,,A,26.03월,269,NAVI BD 사파리,NAVI BD _ 사파리용,mapped,matched to file B row 111 (score=6),2026-04-10T21:26:09
RM-000267,RM,Carrier BD (구형 KONTRON),,,PCB,,,비씨엠테크,조립,ADX6000 ADX6000U,0.0,,,,,A,26.03월,270,Carrier BD (구형 KONTRON),Carrier B/D (구형 KONTRON),mapped,matched to file B row 201 (score=10),2026-04-10T21:26:09
RM-000268,RM,Carrier BD (신형 DFI),,,PCB,,,한컴MDS,조립,ADX6000 ADX6000U,126.0,,,,,A,26.03월,271,Carrier BD (신형 DFI),Carrier B/D (신형 DFI),mapped,matched to file B row 202 (score=9),2026-04-10T21:26:09
RM-000269,RM,Module BD (구형 KONTRON),,,PCB,,,KONTRON,조립,ADX4000W ADX6000,37.0,,,,,A,26.03월,272,Module BD (구형 KONTRON),Module BD _ KONTRON,mapped,matched to file B row 117 (score=4),2026-04-10T21:26:09
RM-000270,RM,Module BD (신형 DFI),,,PCB,,,한컴MDS,조립,ADX4000W ADX6000,12.0,,,,,A,26.03월,273,Module BD (신형 DFI),Module BD _ DFI,mapped,matched to file B row 119 (score=3),2026-04-10T21:26:09
RM-000271,RM,USB 메모리 BD (구형 KONTRON),,,PCB,,,HLP,조립,ADX4000W,0.0,,,,,A,26.03월,274,USB 메모리 BD (구형 KONTRON),USB 메모리 BD _ KONTRON,mapped,matched to file B row 120 (score=4),2026-04-10T21:26:09
RM-000272,RM,USB 메모리 BD (신형 DFI),,,PCB,,,HLP,조립,ADX4000W,48.0,,,,,A,26.03월,275,USB 메모리 BD (신형 DFI),USB 메모리 BD _ DFI,mapped,matched to file B row 121 (score=3),2026-04-10T21:26:09
RM-000273,RM,"5"" LCD LQ050W1LA0A",LQ050W1LA0A,,PANEL,,,홍콩,조립,ADX4000W,0.0,,,,,A,26.03월,276,"5"" LCD","5"" LCD 판넬 (SHARF)",mapped,matched to file B row 98 (score=4),2026-04-10T21:26:09
RM-000274,RM,"4.8"" LCD LMS480J-C01(LTS480WS-C01)",LMS480J-C01(LTS480WS-C01),,PANEL,,,HLP,조립,ADX4000W ADX6000,15.0,,,,,A,26.03월,277,"4.8"" LCD","4.8"" LCD 판넬 (SAMSUNG)",mapped,matched to file B row 99 (score=5),2026-04-10T21:26:09
RM-000275,RM,Embedded PC 전원 (2핀) 케리어+CTR B/D 연결,케리어+CTR B/D 연결,,CABLE,,,HLP,조립,ADX4000W ADX6000,104.0,,,,,A,26.03월,278,Embedded PC 전원 (2핀),Embedded PC 전원 -2핀 (케리어+CTR B/D 연결),mapped,matched to file B row 129 (score=22),2026-04-10T21:26:09
RM-000276,RM,리모콘 및 관전류 (4핀),,,CABLE,,,HLP,조립,ADX4000W,87.0,,,,,A,26.03월,279,리모콘 및 관전류 (4핀),리모콘 및 관전류 -4핀,mapped,matched to file B row 127 (score=8),2026-04-10T21:26:09
RM-000277,RM,USB Wire (4핀),,,CABLE,,,HLP,조립,ADX4000W,90.0,,,,,A,26.03월,280,USB Wire (4핀),USB Wire -4핀 하네스,mapped,matched to file B row 132 (score=7),2026-04-10T21:26:09
RM-000278,RM,NAVIGATION KEY (6핀),,,CABLE,,,HLP,조립,ADX4000W,72.0,,,,,A,26.03월,281,NAVIGATION KEY (6핀),NAVIGATION KEY -6핀,mapped,matched to file B row 126 (score=9),2026-04-10T21:26:09
RM-000279,RM,RS422 통신 및 PC 전원 on/off (7핀),,,CABLE,,,HLP,조립,ADX4000W,38.0,,,,,A,26.03월,282,RS422 통신 및 PC 전원 on/off (7핀),RS422 통신 및 PC 전원 on/off  -7핀,mapped,matched to file B row 128 (score=13),2026-04-10T21:26:09
RM-000280,RM,전원 및 EXP Wire (8핀),,,CABLE,,,HLP,조립,ADX4000W,146.0,,,,,A,26.03월,283,전원 및 EXP Wire (8핀),전원 및 EXP Wire  -8핀,mapped,matched to file B row 125 (score=10),2026-04-10T21:26:09
RM-000281,RM,LCD Wire (LVDS) (30핀),,,CABLE,,,HLP,조립,ADX4000W ADX6000,512.0,,,,,A,26.03월,284,LCD Wire (LVDS) (30핀),LCD Wire (LVDS) -30핀,mapped,matched to file B row 124 (score=11),2026-04-10T21:26:09
RM-000282,RM,LCD TOP ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,ADX4000W,101.0,,,,,A,26.03월,285,LCD TOP,LCD TOP COVER,mapped,matched to file B row 76 (score=4),2026-04-10T21:26:09
RM-000283,RM,LCD BOTTOM ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,ADX4000W,101.0,,,,,A,26.03월,286,LCD BOTTOM,LCD BOTTOM COVER,mapped,matched to file B row 77 (score=4),2026-04-10T21:26:09
RM-000284,RM,LCD GUIDE ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,DX3000,2058.0,,,,,A,26.03월,287,LCD GUIDE,LCD GUIDE,mapped,matched to file B row 5 (score=8),2026-04-10T21:26:09
RM-000285,RM,TOP ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,,,0.0,,,,,A,26.03월,288,TOP,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000286,RM,BOTTOM ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,,,0.0,,,,,A,26.03월,289,BOTTOM,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000287,RM,BATTERY COVER ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,ADX4000W,56.0,,,,,A,26.03월,290,BATTERY COVER,BATTERY COVER,mapped,matched to file B row 94 (score=7),2026-04-10T21:26:09
RM-000288,RM,USB COVER ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,ADX4000W,32.0,,,,,A,26.03월,291,USB COVER,USB COVER,mapped,matched to file B row 95 (score=6),2026-04-10T21:26:09
RM-000289,RM,POWER LED GUIDE 확산 아크릴,확산 아크릴,,ABS 난연,,,천우,조립,ADX4000W,2263.0,,,,,A,26.03월,292,POWER LED GUIDE,POWER LED GUIDE,mapped,matched to file B row 81 (score=9),2026-04-10T21:26:09
RM-000290,RM,EX LED GUIDE 확산 아크릴,확산 아크릴,,ABS 난연,,,천우,조립,SOLO,3652.0,,,,,A,26.03월,293,EX LED GUIDE,Aiming_Light _LED 확산 아크릴,mapped,matched to file B row 499 (score=9),2026-04-10T21:26:09
RM-000291,RM,GUIDE ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,DX3000,185.0,,,,,A,26.03월,294,GUIDE,LCD GUIDE,mapped,matched to file B row 5 (score=3),2026-04-10T21:26:09
RM-000292,RM,GUIDE 스프레이 X ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,,,4840.0,,,,,A,26.03월,295,GUIDE 스프레이 X,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000293,RM,HINGE GUIDE ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,ADX4000W,225.0,,,,,A,26.03월,296,HINGE GUIDE,HINGE GUIDE,mapped,matched to file B row 88 (score=9),2026-04-10T21:26:09
RM-000294,RM,POWER BUTTON ABS 난연 화이트 + 밝은 회색,ABS 난연 화이트 + 밝은 회색,,ABS 난연,,,천우,조립,DX3000,93.0,,,,,A,26.03월,297,POWER BUTTON,POWER BUTTON,mapped,matched to file B row 8 (score=9),2026-04-10T21:26:09
RM-000295,RM,POWER BUTTON 스프레이 X ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,DX3000,3331.0,,,,,A,26.03월,298,POWER BUTTON 스프레이 X,POWER BUTTON,mapped,matched to file B row 8 (score=6),2026-04-10T21:26:09
RM-000296,RM,EXPOSE BUTTON ABS 난연 화이트 + 밝은 회색,ABS 난연 화이트 + 밝은 회색,,ABS 난연,,,천우,조립,ADX4000W,6.0,,,,,A,26.03월,299,EXPOSE BUTTON,EXPOSE BUTTON,mapped,matched to file B row 84 (score=9),2026-04-10T21:26:09
RM-000297,RM,EXPOSE BUTTON 스프레이 X ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,ADX4000W,3432.0,,,,,A,26.03월,300,EXPOSE BUTTON 스프레이 X,EXPOSE BUTTON,mapped,matched to file B row 84 (score=6),2026-04-10T21:26:09
RM-000298,RM,NAVI BUTTON (가운데) ABS 난연 화이트 + 밝은 회색,ABS 난연 화이트 + 밝은 회색,,ABS 난연,,,천우,조립,ADX4000W,35.0,,,,,A,26.03월,301,NAVI BUTTON (가운데),NAVI BUTTON (가운데),mapped,matched to file B row 82 (score=10),2026-04-10T21:26:09
RM-000299,RM,NAVI BUTTON 스프레이 X (가운데) ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,ADX4000W,2756.0,,,,,A,26.03월,302,NAVI BUTTON 스프레이 X (가운데),NAVI BUTTON (가운데),mapped,matched to file B row 82 (score=5),2026-04-10T21:26:09
RM-000300,RM,NAVI KEY (방향) ABS 난연 화이트 + 밝은 회색,ABS 난연 화이트 + 밝은 회색,,ABS 난연,,,천우,조립,ADX4000W,74.0,,,,,A,26.03월,303,NAVI KEY (방향),NAVI KEY (방향),mapped,matched to file B row 83 (score=9),2026-04-10T21:26:09
RM-000301,RM,NAVI KEY 사파리 (방향) ABS 난연 반투명,ABS 난연 반투명,,ABS 난연,,,천우,조립,DX3000,78.0,,,,,A,26.03월,304,NAVI KEY 사파리 (방향),NAVI KEY,mapped,matched to file B row 6 (score=5),2026-04-10T21:26:09
RM-000302,RM,NAVI KEY 스프레이 X (방향) ABS 난연 화이트,ABS 난연 화이트,,ABS 난연,,,천우,조립,DX3000,3340.0,,,,,A,26.03월,305,NAVI KEY 스프레이 X (방향),NAVI KEY,mapped,matched to file B row 6 (score=5),2026-04-10T21:26:09
RM-000303,RM,FRONT CONE 일체형 ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,ADX4000W,133.0,,,,,A,26.03월,306,FRONT CONE 일체형,FRONT CONE 일체형,mapped,matched to file B row 90 (score=10),2026-04-10T21:26:09
RM-000304,RM,FRONT CONE 체결형 ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,ADX4000W,123.0,,,,,A,26.03월,307,FRONT CONE 체결형,FRONT CONE 체결형,mapped,matched to file B row 91 (score=10),2026-04-10T21:26:09
RM-000305,RM,20cm CONE ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,DX3000 화이트,134.0,,,,,A,26.03월,308,20cm CONE,20cm CONE  ,mapped,matched to file B row 19 (score=9),2026-04-10T21:26:09
RM-000306,RM,15cm CONE ABS 난연 화이트 + 진한 회색,ABS 난연 화이트 + 진한 회색,,ABS 난연,,,천우,조립,DX3000 화이트,113.0,,,,,A,26.03월,309,15cm CONE,15cm CONE ,mapped,matched to file B row 21 (score=9),2026-04-10T21:26:09
RM-000307,RM,히팅 싱크 구형 (일본 사용),,,AL,,,다우정밀,조립,ADX4000W,59.0,,,,,A,26.03월,310,히팅 싱크 구형 (일본 사용),히팅 싱크 구형 (일본 사용),mapped,matched to file B row 103 (score=10),2026-04-10T21:26:09
RM-000308,RM,히팅 싱크 신형,,,AL,,,다우정밀,조립,ADX4000W ADX6000,0.0,,,,,A,26.03월,311,히팅 싱크 신형,히팅 싱크 신형,mapped,matched to file B row 106 (score=8),2026-04-10T21:26:09
RM-000309,RM,방열 팬 구형 (일본 사용) 1204KL-01W-B10 5V 0.1A,1204KL-01W-B10 5V 0.1A,,쿨링팬,,,직구,조립,ADX4000W,54.0,,,,,A,26.03월,312,방열 팬 구형 (일본 사용),방열 팬 구형 (일본 사용) [1204KL-01W-B10 5V 0.1A],mapped,matched to file B row 104 (score=27),2026-04-10T21:26:09
RM-000310,RM,방열 팬 신형 HBD0401005SEM 5V 0.15A,HBD0401005SEM 5V 0.15A,,쿨링팬,,,직구,조립,ADX4000W ADX6000,0.0,,,,,A,26.03월,313,방열 팬 신형,방열 팬 신형 [HBD0401005SEM 5V 0.15A],mapped,matched to file B row 107 (score=19),2026-04-10T21:26:09
RM-000311,RM,히팅 패드,,,써멀패드,,,직구,조립,ADX4000W ADX6000,71.0,,,,,A,26.03월,314,히팅 패드,히팅 패드,mapped,matched to file B row 105 (score=5),2026-04-10T21:26:09
RM-000312,RM,큰 페라이트 ZCAT-1730-0730,ZCAT-1730-0730,,페라이트,,,HLP,조립,ADX4000W ADX6000,301.0,,,,,A,26.03월,315,큰 페라이트,큰 페라이트 CAT-1730-0730 ,mapped,matched to file B row 122 (score=11),2026-04-10T21:26:09
RM-000313,RM,작은 페라이트 ZCAT-1325-0530,ZCAT-1325-0530,,페라이트,,,HLP,조립,ADX4000W,352.0,,,,,A,26.03월,316,작은 페라이트,작은 페라이트 ZCAT-1325-0530 ,mapped,matched to file B row 123 (score=22),2026-04-10T21:26:09
RM-000314,RM,TP-LINK (WAN1000M)-동글,,,동글,,,직구,조립,ADX4000W ADX6000,200.0,,,,,A,26.03월,317,TP-LINK (WAN1000M)-동글,TP-LINK (WAN1000M)-동글,mapped,matched to file B row 101 (score=11),2026-04-10T21:26:09
RM-000315,RM,ip TIME 무선 랜카드 N100UM,,,동글,,,직구,조립,ADX4000W ADX6000,35.0,,,,,A,26.03월,318,ip TIME 무선 랜카드 [N100UM],ip TIME 무선 랜카드 [N100UM],mapped,matched to file B row 102 (score=12),2026-04-10T21:26:09
RM-000316,RM,ELECOM WIFI (10DR) WDC-150SU2M,WDC-150SU2M,,동글,,,일본 지사,조립,ADX4000W ADX6000,0.0,,,,,A,26.03월,319,ELECOM WIFI (10DR),ELECOM WIFI (10DR) [WDC-150SU2M],mapped,matched to file B row 109 (score=22),2026-04-10T21:26:09
RM-000317,RM,USB 메모리 16GB,16GB,,USB,,,직구,조립,ADX4000W ADX6000,20.0,,,,,A,26.03월,320,USB 메모리,16GB USB 메모리,mapped,matched to file B row 100 (score=13),2026-04-10T21:26:09
RM-000318,RM,Q 클립,,,클립,,,직구,,,0.0,,,,,A,26.03월,321,Q 클립,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000319,RM,L 클립,,,클립,,,직구,,,0.0,,,,,A,26.03월,322,L 클립,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000320,RM,HAND GUIDE ABS 난연 화이트,ABS 난연 화이트,,실리콘,,,천우,조립,ADX4000W,490.0,,,,,A,26.03월,323,HAND GUIDE,HAND GUIDE,mapped,matched to file B row 86 (score=9),2026-04-10T21:26:09
RM-000321,RM,"HAND STRAP -손잡이(터치펜)(유럽용) 인조 가죽, AL(Cr도금), SUS Φ2.0","인조 가죽, AL(Cr도금), SUS Φ2.0",,인조가죽,,,굿모닝코리아유통,조립,ADX4000W,71.0,,,,,A,26.03월,324,HAND STRAP -손잡이(터치펜)(유럽용),"HAND STRAP [AL(Cr도금), SUS Φ2.0]-손잡이(터치펜)",mapped,matched to file B row 96 (score=15),2026-04-10T21:26:09
RM-000322,RM,"HAND STRAP -손잡이(터치펜) 인조 가죽, AL(Cr도금), SUS Φ2.0","인조 가죽, AL(Cr도금), SUS Φ2.0",,인조가죽,,,굿모닝코리아유통,조립,ADX4000W,144.0,,,,,A,26.03월,325,HAND STRAP -손잡이(터치펜),"HAND STRAP [AL(Cr도금), SUS Φ2.0]-손잡이(터치펜)",mapped,matched to file B row 96 (score=15),2026-04-10T21:26:09
RM-000323,RM,CTR B/D,,,PCB,,,HLP,조립,SOLO,235.0,,,,,A,26.03월,326,CTR B/D,CTR _BD,mapped,matched to file B row 515 (score=6),2026-04-10T21:26:09
RM-000324,RM,CON BD V2.0.1,V2.0.1,,PCB,,,HLP,사용중,CTR_to_GEN BD (10핀 커넥터),500.0,,,,,A,26.03월,327,CON BD,V2.0.1,mapped,matched to file C row 207 (score=8),2026-04-10T21:26:09
RM-000325,RM,LCD B/D,,,PCB,,,HLP,조립,DX3000,205.0,,,,,A,26.03월,328,LCD B/D,LCD BD ,mapped,matched to file B row 38 (score=6),2026-04-10T21:26:09
RM-000326,RM,ETC CARRIER BD IEC-1000,IEC-1000,,PCB,,,HLP,조립,ADX6000FB ADX6000s,90.0,,,,,A,26.03월,329,ETC CARRIER BD,ETC CARRIER BD (IEC-1000),mapped,matched to file B row 198 (score=19),2026-04-10T21:26:09
RM-000327,RM,ETC FRONT BD 리모콘 포트 수정 신형 얇은 것,리모콘 포트 수정 신형 얇은 것,,PCB,,,HLP,조립,ADX6000FB ADX6000s,109.0,,,,,A,26.03월,330,ETC FRONT BD,ETC FRONT BD  (리모콘 포트 수정 신형 얇은것),mapped,matched to file B row 177 (score=20),2026-04-10T21:26:09
RM-000328,RM,Power Switch B/D,,,PCB,,,HLP,조립,ADX6000 공용,106.0,,,,,A,26.03월,331,Power Switch B/D,Power Switch B/D,mapped,matched to file B row 203 (score=9),2026-04-10T21:26:09
RM-000329,RM,EX B/D,,,PCB,,,HLP,조립,DX3000,108.0,,,,,A,26.03월,332,EX B/D,EX BD (듀얼) - 왼쪽,mapped,matched to file B row 35 (score=4),2026-04-10T21:26:09
RM-000330,RM,관전류 B/D,,,PCB,,,HLP,조립,ADX6000 공용,280.0,,,,,A,26.03월,333,관전류 B/D,관전류 B/D,mapped,matched to file B row 208 (score=6),2026-04-10T21:26:09
RM-000331,RM,Battery Bridge B/D,,,PCB,,,HLP,조립,ADX6000 공용,192.0,,,,,A,26.03월,334,Battery Bridge B/D,Battery Bridge B/D,mapped,matched to file B row 206 (score=9),2026-04-10T21:26:09
RM-000332,RM,Battery Connect B/D,,,PCB,,,HLP,조립,ADX6000 공용,194.0,,,,,A,26.03월,335,Battery Connect B/D,Battery Connect B/D,mapped,matched to file B row 207 (score=9),2026-04-10T21:26:09
RM-000333,RM,Cradle B/D,,,PCB,,,HLP,조립,ADX6000 공용,0.0,,,,,A,26.03월,336,Cradle B/D,Cradle B/D,mapped,matched to file B row 210 (score=7),2026-04-10T21:26:09
